timestamp,Ki_min,Ki_max,ema_alpha
2217656341,-4,20,0.01
2266552912,-4,20,0.01
2279162564,-4,20,0.01
2282479614,-4,20,0.01
2283787586,-4,20,0.01
2300834171,-4,20,0.2
2310403827,-4,20,0.2
