timestamp,Ki_min,Ki_max,ema_alpha
63463593,0,300,0.05
107284212,0,300,0.05
147510027,0,300,0.05
173161613,0,300,0.05
215895198,0,300,0.05
324559395,0,300,0.05
371492313,0,300,0.05
424606018,0,300,0.05
456778530,0,300,0.05
525708394,0,300,0.05
557659729,0,300,0.05
568497371,0,300,0.05
