timestamp,Kp,Ki,Kd
62464831,4,0.03,0.06
106286182,4,0.03,0.04
146507504,4,0.03,0.05
172161160,3.5,0.03,0.05
214892724,3.5,0.02,0.05
323556354,3,0.020000000000000004,0.05
370492234,2.5,0.020000000000000004,0.05
423601581,2,0.020000000000000004,0.05
455777238,2,0.020000000000000004,0.06
524705536,1.5,0.020000000000000004,0.06
556663420,1,0.020000000000000004,0.06
568496342,1,0.020000000000000004,0.06
