timestamp,Kp,Ki,Kd
60462278,4,0.03,0.06
104278490,4,0.03,0.04
144506097,4,0.03,0.05
170161509,3.5,0.03,0.05
212906446,3.5,0.02,0.05
321555397,3,0.020000000000000004,0.05
368491611,2.5,0.020000000000000004,0.05
421602108,2,0.020000000000000004,0.05
453774962,2,0.020000000000000004,0.06
522704342,1.5,0.020000000000000004,0.06
554655361,1,0.020000000000000004,0.06
568124844,1,0.020000000000000004,0.06
