timestamp,Ki_min,Ki_max,ema_alpha
61463269,0,300,0.05
105284030,0,300,0.05
145507545,0,300,0.05
171159831,0,300,0.05
213894099,0,300,0.05
322554628,0,300,0.05
369491529,0,300,0.05
422602096,0,300,0.05
454777726,0,300,0.05
523707574,0,300,0.05
555656505,0,300,0.05
568128018,0,300,0.05
