timestamp,Ki_min,Ki_max,ema_alpha
26295872,-4,20,0.01
59460371,0,300,0.05
68134560,0,300,0.05
71616341,0,300,0.05
103279376,0,300,0.05
143504932,0,300,0.05
169157185,0,300,0.05
211890424,0,300,0.05
311132859,0,300,0.05
320552368,0,300,0.05
367488707,0,300,0.05
420597750,0,300,0.05
452774169,0,300,0.05
521702786,0,300,0.05
553654561,0,300,0.05
567704674,0,300,0.05
569032665,0,300,0.05
